transaction_id,user_id,account_id,category_id,amount,transaction_date,transaction_time,description,payment_method,merchant_name,location_city,location_country,reference_number,is_recurring,created_at
5744,2728,2042,1,102976.34,2025-08-03,06:48:06,Monthly salary,bank_transfer,HR Payroll,Kitale,Kenya,PAY934471,1,2025-08-03
5745,2728,2044,1,119472.09,2025-09-04,11:48:56,Monthly salary,mobile_money,HR Payroll,Kisumu,Kenya,PAY679307,1,2025-09-04
5746,2728,2043,1,103089.26,2025-10-03,11:41:00,Monthly salary,bank_transfer,Employer Ltd,Kiambu,Kenya,PAY270420,1,2025-10-03
5747,2728,2042,1,119213.35,2025-11-01,15:36:36,Monthly salary,bank_transfer,Employer Ltd,Kiambu,Kenya,PAY114097,1,2025-11-01
5748,2728,2044,1,114378.63,2025-12-04,18:10:53,Monthly salary,mobile_money,Employer Ltd,Kisumu,Kenya,PAY529821,1,2025-12-04
5749,2728,2042,5,-8720.11,2025-06-25,07:37:23,Transport,card,Carrefour,Naivasha,Kenya,TX976561,1,2025-06-25
5750,2728,2043,11,-12367.56,2025-01-21,06:45:14,Education,mobile_money,Carrefour,Meru,Kenya,TX330273,0,2025-01-21
5751,2728,2042,6,-6098.0,2025-04-13,11:08:10,Utilities,bank_transfer,Carrefour,Mombasa,Kenya,TX720637,1,2025-04-13
5752,2728,2042,7,-18648.93,2025-01-03,07:26:01,Internet,card,Equity ATM,Naivasha,Kenya,TX791091,1,2025-01-03
5753,2728,2042,6,-18484.68,2025-07-24,14:25:07,Utilities,bank_transfer,Quickmart,Naivasha,Kenya,TX557102,1,2025-07-24
5754,2728,2042,7,-14321.92,2025-05-25,12:45:33,Internet,cash,Naivas,Nairobi,Kenya,TX700249,1,2025-05-25
5755,2728,2043,4,-8588.45,2025-08-26,11:12:17,Groceries,bank_transfer,Nairobi Hospital,Kakamega,Kenya,TX253735,1,2025-08-26
5756,2728,2042,11,-4124.9,2025-02-26,12:55:56,Education,bank_transfer,Uber,Nairobi,Kenya,TX774144,0,2025-02-26
5757,2728,2044,5,-2916.89,2025-05-25,08:27:19,Transport,card,Uber,Machakos,Kenya,TX465917,1,2025-05-25
5758,2728,2043,14,-4093.22,2025-05-28,09:58:47,Loan Repayment,card,Equity ATM,Naivasha,Kenya,TX790479,1,2025-05-28
5759,2728,2043,9,-18388.01,2025-07-05,21:26:57,Entertainment,mobile_money,Nairobi Hospital,Ruiru,Kenya,TX826187,0,2025-07-05
5760,2728,2042,13,-19498.63,2025-05-09,15:11:39,Savings Deposit,cash,Nairobi Hospital,Kiambu,Kenya,TX172835,1,2025-05-09
5761,2728,2043,6,-8939.33,2025-06-24,09:32:35,Utilities,mobile_money,KCB ATM,Meru,Kenya,TX745394,1,2025-06-24
5762,2728,2044,4,-1015.29,2025-03-30,15:44:11,Groceries,card,Chicken Inn,Nyeri,Kenya,TX329840,1,2025-03-30
5763,2728,2043,5,-10024.96,2025-05-17,14:04:49,Transport,card,Gikomba Market,Thika,Kenya,TX549210,1,2025-05-17
5764,2728,2043,13,-11537.47,2025-04-11,22:52:24,Savings Deposit,bank_transfer,Naivas,Kisumu,Kenya,TX476371,1,2025-04-11
5765,2728,2043,13,-7694.31,2025-10-02,17:47:14,Savings Deposit,card,Nairobi Hospital,Nyeri,Kenya,TX695402,1,2025-10-02
5766,2728,2042,5,-10411.21,2025-12-19,20:11:12,Transport,cash,Carrefour,Kakamega,Kenya,TX112675,1,2025-12-19
5767,2728,2042,10,-6876.88,2025-06-23,13:32:55,Healthcare,cash,KCB ATM,Kitale,Kenya,TX380931,0,2025-06-23
5768,2728,2042,2,35517.42,2025-07-20,14:15:20,Freelance Income,mobile_money,Quickmart,Meru,Kenya,TX918950,0,2025-07-20
5769,2728,2042,8,-8661.35,2025-10-01,08:16:43,Eating Out,cash,KCB ATM,Ruiru,Kenya,TX778998,0,2025-10-01
5770,2728,2044,7,-10202.74,2025-02-18,15:14:29,Internet,cash,Gikomba Market,Nakuru,Kenya,TX579237,1,2025-02-18
5771,2728,2042,7,-9137.17,2025-07-12,08:34:48,Internet,cash,Nairobi Hospital,Eldoret,Kenya,TX534208,1,2025-07-12
5772,2728,2043,3,-8201.82,2025-12-14,18:48:14,Rent,mobile_money,KFC,Kakamega,Kenya,TX411358,1,2025-12-14
5773,2728,2044,2,34221.33,2025-09-23,17:52:33,Freelance Income,mobile_money,Quickmart,Kisumu,Kenya,TX574807,0,2025-09-23
5774,2728,2043,12,-10437.06,2025-03-27,09:00:49,Airtime & Data,cash,Quickmart,Kitale,Kenya,TX576496,1,2025-03-27
5775,2728,2044,14,-19530.6,2025-10-15,18:01:18,Loan Repayment,cash,Nairobi Hospital,Kiambu,Kenya,TX549214,1,2025-10-15
5776,2728,2042,6,-8995.3,2025-01-19,13:45:15,Utilities,bank_transfer,M-Pesa Agent,Nakuru,Kenya,TX321536,1,2025-01-19
5777,2728,2042,7,-640.61,2025-09-05,20:42:13,Internet,bank_transfer,KCB ATM,Kitale,Kenya,TX929904,1,2025-09-05
5778,2728,2042,9,-8528.47,2025-03-11,11:47:11,Entertainment,bank_transfer,Gikomba Market,Kiambu,Kenya,TX185230,0,2025-03-11
5779,2728,2044,1,25006.98,2025-09-20,20:32:41,Salary,cash,TotalEnergies,Nyeri,Kenya,TX896841,0,2025-09-20
5780,2728,2043,11,-15078.31,2025-11-03,07:24:30,Education,bank_transfer,TotalEnergies,Eldoret,Kenya,TX812756,0,2025-11-03
5781,1130,2045,1,175315.93,2025-01-05,22:48:30,Monthly salary,mobile_money,Employer Ltd,Kitale,Kenya,PAY984824,1,2025-01-05
5782,1130,2046,1,178772.21,2025-02-03,06:54:42,Monthly salary,mobile_money,Employer Ltd,Kisumu,Kenya,PAY968677,1,2025-02-03
5783,1130,2045,1,175251.61,2025-03-01,14:41:54,Monthly salary,mobile_money,Employer Ltd,Nyeri,Kenya,PAY520974,1,2025-03-01
5784,1130,2046,1,152824.88,2025-04-04,12:11:53,Monthly salary,bank_transfer,Employer Ltd,Machakos,Kenya,PAY900069,1,2025-04-04
5785,1130,2045,1,171318.12,2025-05-01,21:12:51,Monthly salary,bank_transfer,Employer Ltd,Kakamega,Kenya,PAY694175,1,2025-05-01
5786,1130,2045,1,168371.36,2025-06-05,10:26:44,Monthly salary,mobile_money,Employer Ltd,Kiambu,Kenya,PAY943351,1,2025-06-05
5787,1130,2045,1,167464.22,2025-07-04,06:34:27,Monthly salary,mobile_money,HR Payroll,Kisumu,Kenya,PAY524909,1,2025-07-04
5788,1130,2046,1,157143.21,2025-08-02,13:56:05,Monthly salary,bank_transfer,HR Payroll,Eldoret,Kenya,PAY820463,1,2025-08-02
5789,1130,2045,1,155632.4,2025-09-03,19:28:01,Monthly salary,mobile_money,Employer Ltd,Mombasa,Kenya,PAY746898,1,2025-09-03
5790,1130,2046,1,179470.79,2025-10-04,12:00:23,Monthly salary,mobile_money,Employer Ltd,Eldoret,Kenya,PAY343269,1,2025-10-04
5791,1130,2046,1,174044.45,2025-11-02,07:44:09,Monthly salary,bank_transfer,HR Payroll,Kitale,Kenya,PAY664948,1,2025-11-02
5792,1130,2045,1,165798.73,2025-12-05,06:24:40,Monthly salary,mobile_money,HR Payroll,Kakamega,Kenya,PAY332567,1,2025-12-05
5793,1130,2045,6,-15160.98,2025-11-27,22:37:55,Utilities,mobile_money,Uber,Machakos,Kenya,TX782089,1,2025-11-27
5794,1130,2046,13,-13150.17,2025-10-25,10:57:54,Savings Deposit,mobile_money,Java House,Nairobi,Kenya,TX309414,1,2025-10-25
5795,1130,2046,13,-18750.93,2025-01-24,09:30:03,Savings Deposit,card,Nairobi Hospital,Kakamega,Kenya,TX412836,1,2025-01-24
5796,1130,2045,8,-12656.26,2025-01-25,12:01:32,Eating Out,mobile_money,M-Pesa Agent,Kakamega,Kenya,TX168776,0,2025-01-25
5797,1130,2046,3,-12092.64,2025-07-25,10:33:10,Rent,bank_transfer,Shell Petrol Station,Kakamega,Kenya,TX907816,1,2025-07-25
5798,1130,2046,14,-18941.22,2025-06-03,22:20:48,Loan Repayment,mobile_money,Equity ATM,Kisumu,Kenya,TX641421,1,2025-06-03
5799,1130,2046,10,-1958.58,2025-04-05,20:40:17,Healthcare,bank_transfer,Naivas,Machakos,Kenya,TX721109,0,2025-04-05
5800,1130,2045,12,-3595.51,2025-11-04,18:54:07,Airtime & Data,bank_transfer,Huduma Centre,Machakos,Kenya,TX238864,1,2025-11-04
5801,1130,2045,9,-531.51,2025-01-17,22:08:53,Entertainment,mobile_money,Equity ATM,Nairobi,Kenya,TX766477,0,2025-01-17
5802,1130,2045,7,-4523.17,2025-04-10,14:17:17,Internet,bank_transfer,Shell Petrol Station,Kakamega,Kenya,TX365375,1,2025-04-10
5803,1130,2046,9,-1808.22,2025-12-15,21:57:00,Entertainment,mobile_money,Chicken Inn,Kiambu,Kenya,TX794077,0,2025-12-15
5804,1130,2045,5,-12014.08,2025-03-25,17:13:26,Transport,mobile_money,Bolt,Nakuru,Kenya,TX580802,1,2025-03-25
5805,1130,2046,4,-5471.95,2025-01-05,11:35:58,Groceries,bank_transfer,Huduma Centre,Ruiru,Kenya,TX956018,1,2025-01-05
5806,1130,2045,4,-9087.41,2025-11-09,18:41:48,Groceries,card,Chicken Inn,Nakuru,Kenya,TX493669,1,2025-11-09
5807,1130,2046,3,-7226.22,2025-12-20,15:02:22,Rent,bank_transfer,Gikomba Market,Nyeri,Kenya,TX890520,1,2025-12-20
5808,1130,2045,12,-15621.91,2025-09-30,20:50:23,Airtime & Data,cash,Naivas,Nakuru,Kenya,TX519543,1,2025-09-30
5809,1130,2046,14,-17510.71,2025-09-19,10:07:22,Loan Repayment,bank_transfer,KCB ATM,Nakuru,Kenya,TX642921,1,2025-09-19
5810,1130,2046,5,-19981.44,2025-12-31,18:26:09,Transport,card,Jumia,Machakos,Kenya,TX140307,1,2025-12-31
5811,1130,2046,7,-11789.08,2025-08-26,22:26:18,Internet,card,KFC,Meru,Kenya,TX425490,1,2025-08-26
5812,1130,2046,14,-1199.85,2025-12-08,11:08:47,Loan Repayment,cash,Shell Petrol Station,Meru,Kenya,TX649909,1,2025-12-08
5813,1130,2046,3,-2750.46,2025-03-26,19:36:39,Rent,bank_transfer,Nairobi Hospital,Machakos,Kenya,TX176201,1,2025-03-26
5814,1130,2046,10,-17872.3,2025-10-26,19:11:12,Healthcare,bank_transfer,Bolt,Meru,Kenya,TX873048,0,2025-10-26
5815,1130,2045,4,-11208.36,2025-06-14,21:55:25,Groceries,bank_transfer,KCB ATM,Naivasha,Kenya,TX740590,1,2025-06-14
5816,1130,2045,6,-5091.77,2025-08-11,06:19:07,Utilities,card,Quickmart,Nyeri,Kenya,TX946703,1,2025-08-11
5817,1130,2046,10,-12141.83,2025-05-07,09:20:12,Healthcare,card,Carrefour,Kisumu,Kenya,TX232177,0,2025-05-07
5818,1130,2046,1,25532.59,2025-01-16,06:57:04,Salary,mobile_money,Equity ATM,Machakos,Kenya,TX253924,0,2025-01-16
5819,1130,2045,13,-17440.16,2025-06-06,13:54:02,Savings Deposit,mobile_money,TotalEnergies,Eldoret,Kenya,TX223950,1,2025-06-06
5820,1130,2045,4,-18042.44,2025-09-22,21:20:09,Groceries,bank_transfer,Bolt,Nairobi,Kenya,TX720166,1,2025-09-22
5821,1130,2046,11,-14897.2,2025-06-17,18:19:10,Education,card,Chicken Inn,Nairobi,Kenya,TX445512,0,2025-06-17
5822,1130,2045,1,57536.61,2025-09-23,11:14:21,Salary,mobile_money,KCB ATM,Machakos,Kenya,TX548902,0,2025-09-23
5823,1130,2045,10,-18766.31,2025-05-14,18:08:58,Healthcare,mobile_money,KFC,Machakos,Kenya,TX659885,0,2025-05-14
5824,1130,2045,1,22959.08,2025-02-13,21:42:23,Salary,mobile_money,Equity ATM,Meru,Kenya,TX528334,0,2025-02-13
5825,1130,2046,2,66187.4,2025-09-27,19:36:21,Freelance Income,card,Chicken Inn,Ruiru,Kenya,TX987750,0,2025-09-27
5826,1130,2045,5,-2586.22,2025-05-07,15:31:16,Transport,card,Java House,Nakuru,Kenya,TX176066,1,2025-05-07
5827,1130,2045,8,-2119.28,2025-12-05,16:54:25,Eating Out,mobile_money,KCB ATM,Naivasha,Kenya,TX619955,0,2025-12-05
5828,1130,2045,11,-1429.78,2025-03-28,08:31:22,Education,bank_transfer,Carrefour,Kiambu,Kenya,TX703559,0,2025-03-28
5829,1130,2045,1,52374.01,2025-03-17,16:53:39,Salary,mobile_money,TotalEnergies,Nyeri,Kenya,TX607803,0,2025-03-17
5830,1130,2045,4,-14688.9,2025-08-24,07:12:19,Groceries,cash,Chicken Inn,Eldoret,Kenya,TX987754,1,2025-08-24
5831,1130,2046,5,-9968.97,2025-10-09,06:49:17,Transport,mobile_money,Equity ATM,Kitale,Kenya,TX660511,1,2025-10-09
5832,1130,2046,14,-18475.5,2025-03-07,13:20:04,Loan Repayment,mobile_money,KCB ATM,Machakos,Kenya,TX436962,1,2025-03-07
5833,1130,2045,13,-12671.52,2025-11-08,08:50:30,Savings Deposit,cash,Carrefour,Naivasha,Kenya,TX828840,1,2025-11-08
5834,1122,2048,1,122230.23,2025-01-02,17:05:17,Monthly salary,mobile_money,HR Payroll,Nakuru,Kenya,PAY368218,1,2025-01-02
5835,1122,2047,1,114262.23,2025-02-01,17:32:00,Monthly salary,mobile_money,HR Payroll,Nyeri,Kenya,PAY878030,1,2025-02-01
5836,1122,2047,1,117035.42,2025-03-01,16:57:53,Monthly salary,mobile_money,HR Payroll,Eldoret,Kenya,PAY853206,1,2025-03-01
5837,1122,2050,1,115696.0,2025-04-02,09:58:25,Monthly salary,bank_transfer,HR Payroll,Ruiru,Kenya,PAY595761,1,2025-04-02
5838,1122,2047,1,101852.56,2025-05-01,13:57:53,Monthly salary,bank_transfer,HR Payroll,Thika,Kenya,PAY426902,1,2025-05-01
5839,1122,2047,1,112797.48,2025-06-01,13:38:59,Monthly salary,bank_transfer,Employer Ltd,Mombasa,Kenya,PAY943340,1,2025-06-01
5840,1122,2047,1,115962.26,2025-07-05,18:25:49,Monthly salary,bank_transfer,Employer Ltd,Nakuru,Kenya,PAY638697,1,2025-07-05
5841,1122,2049,1,121207.91,2025-08-05,18:43:17,Monthly salary,bank_transfer,HR Payroll,Nyeri,Kenya,PAY666739,1,2025-08-05
5842,1122,2047,1,104112.58,2025-09-03,11:38:44,Monthly salary,mobile_money,Employer Ltd,Machakos,Kenya,PAY396206,1,2025-09-03
5843,1122,2050,1,116596.15,2025-10-02,12:46:15,Monthly salary,mobile_money,HR Payroll,Kisumu,Kenya,PAY309806,1,2025-10-02
5844,1122,2047,1,121592.93,2025-11-05,20:19:16,Monthly salary,bank_transfer,Employer Ltd,Kiambu,Kenya,PAY905958,1,2025-11-05
5845,1122,2050,1,111629.25,2025-12-05,21:02:38,Monthly salary,bank_transfer,Employer Ltd,Kakamega,Kenya,PAY850401,1,2025-12-05
5846,1122,2047,9,-1761.44,2025-12-21,15:55:14,Entertainment,card,Bolt,Kiambu,Kenya,TX508732,0,2025-12-21
5847,1122,2050,2,27277.43,2025-02-19,16:34:17,Freelance Income,mobile_money,Java House,Kisumu,Kenya,TX939219,0,2025-02-19
5848,1122,2050,4,-13192.72,2025-04-06,09:07:38,Groceries,mobile_money,Chicken Inn,Naivasha,Kenya,TX937519,1,2025-04-06
5849,1122,2048,3,-18118.68,2025-01-10,16:14:38,Rent,mobile_money,KCB ATM,Naivasha,Kenya,TX385880,1,2025-01-10
5850,1122,2049,12,-14024.83,2025-05-23,15:30:46,Airtime & Data,mobile_money,Bolt,Kakamega,Kenya,TX306240,1,2025-05-23
5851,1122,2047,8,-1653.89,2025-02-02,15:24:47,Eating Out,cash,Jumia,Meru,Kenya,TX385526,0,2025-02-02
5852,1122,2050,13,-17481.04,2025-09-06,18:26:08,Savings Deposit,card,Jumia,Thika,Kenya,TX837277,1,2025-09-06
5853,1122,2050,1,34934.81,2025-07-06,13:00:08,Salary,mobile_money,Chicken Inn,Nairobi,Kenya,TX236042,0,2025-07-06
5854,1122,2049,8,-18155.62,2025-10-12,20:00:13,Eating Out,bank_transfer,Quickmart,Thika,Kenya,TX952073,0,2025-10-12
5855,1122,2047,7,-4926.38,2025-05-02,07:25:25,Internet,mobile_money,KFC,Nairobi,Kenya,TX235544,1,2025-05-02
5856,1122,2047,11,-358.68,2025-11-21,19:17:53,Education,mobile_money,Naivas,Ruiru,Kenya,TX326865,0,2025-11-21
5857,1122,2047,10,-14867.44,2025-03-02,11:03:51,Healthcare,mobile_money,Bolt,Thika,Kenya,TX241825,0,2025-03-02
5858,1122,2047,10,-4160.61,2025-05-15,16:10:44,Healthcare,bank_transfer,KFC,Meru,Kenya,TX590199,0,2025-05-15
5859,1122,2049,4,-1180.87,2025-02-27,11:25:02,Groceries,bank_transfer,Quickmart,Kisumu,Kenya,TX585981,1,2025-02-27
5860,1122,2049,14,-5304.23,2025-09-10,15:42:20,Loan Repayment,cash,Bolt,Nairobi,Kenya,TX434519,1,2025-09-10
5861,1122,2049,12,-18529.43,2025-10-13,15:44:18,Airtime & Data,card,M-Pesa Agent,Mombasa,Kenya,TX230396,1,2025-10-13
5862,1122,2047,11,-11985.81,2025-10-15,09:45:35,Education,cash,KFC,Nyeri,Kenya,TX321628,0,2025-10-15
5863,1122,2049,14,-3306.63,2025-05-25,16:25:25,Loan Repayment,card,KFC,Kisumu,Kenya,TX229339,1,2025-05-25
5864,1122,2050,10,-8266.54,2025-09-11,07:20:44,Healthcare,mobile_money,Jumia,Kiambu,Kenya,TX528226,0,2025-09-11
5865,1122,2047,13,-8576.53,2025-08-04,10:19:34,Savings Deposit,bank_transfer,Naivas,Eldoret,Kenya,TX570715,1,2025-08-04
5866,1122,2048,13,-4095.46,2025-08-04,18:01:08,Savings Deposit,mobile_money,KFC,Nyeri,Kenya,TX482904,1,2025-08-04
5867,1122,2047,2,8253.27,2025-07-11,12:43:00,Freelance Income,card,Carrefour,Machakos,Kenya,TX621195,0,2025-07-11
5868,1122,2047,6,-8912.75,2025-08-05,07:22:33,Utilities,mobile_money,KFC,Kisumu,Kenya,TX287949,1,2025-08-05
5869,1383,2052,1,172769.95,2025-01-02,13:37:20,Monthly salary,mobile_money,HR Payroll,Meru,Kenya,PAY378237,1,2025-01-02
5870,1383,2051,1,187428.2,2025-02-03,17:13:06,Monthly salary,mobile_money,HR Payroll,Meru,Kenya,PAY157057,1,2025-02-03
5871,1383,2052,1,187896.86,2025-03-01,08:48:41,Monthly salary,mobile_money,HR Payroll,Kitale,Kenya,PAY414933,1,2025-03-01
5872,1383,2053,1,176453.77,2025-04-02,19:21:24,Monthly salary,bank_transfer,Employer Ltd,Nakuru,Kenya,PAY437923,1,2025-04-02
5873,1383,2053,1,183744.79,2025-05-03,20:25:35,Monthly salary,bank_transfer,HR Payroll,Kakamega,Kenya,PAY591475,1,2025-05-03
5874,1383,2051,1,189671.07,2025-06-02,21:54:30,Monthly salary,bank_transfer,HR Payroll,Nakuru,Kenya,PAY997097,1,2025-06-02
5875,1383,2051,1,190884.0,2025-07-01,11:10:01,Monthly salary,mobile_money,HR Payroll,Naivasha,Kenya,PAY353645,1,2025-07-01
5876,1383,2051,1,168720.06,2025-08-02,21:13:50,Monthly salary,bank_transfer,Employer Ltd,Meru,Kenya,PAY524539,1,2025-08-02
5877,1383,2052,1,171217.68,2025-09-02,10:20:15,Monthly salary,bank_transfer,HR Payroll,Kiambu,Kenya,PAY582543,1,2025-09-02
5878,1383,2052,1,184105.94,2025-10-05,11:16:10,Monthly salary,mobile_money,HR Payroll,Nakuru,Kenya,PAY752161,1,2025-10-05
5879,1383,2053,1,167633.55,2025-11-05,16:41:09,Monthly salary,bank_transfer,Employer Ltd,Nakuru,Kenya,PAY819334,1,2025-11-05
5880,1383,2051,1,162677.26,2025-12-01,14:44:00,Monthly salary,bank_transfer,HR Payroll,Meru,Kenya,PAY298074,1,2025-12-01
5881,1383,2051,9,-19238.24,2025-05-23,15:08:13,Entertainment,bank_transfer,Carrefour,Meru,Kenya,TX719697,0,2025-05-23
5882,1383,2053,3,-9768.77,2025-11-08,06:51:43,Rent,cash,Carrefour,Thika,Kenya,TX983678,1,2025-11-08
5883,1383,2052,12,-1340.06,2025-06-25,10:57:24,Airtime & Data,bank_transfer,Java House,Machakos,Kenya,TX696004,1,2025-06-25
5884,1383,2053,10,-19196.09,2025-11-15,08:12:35,Healthcare,mobile_money,Naivas,Nairobi,Kenya,TX851431,0,2025-11-15
5885,1383,2052,13,-3263.56,2025-05-26,13:13:43,Savings Deposit,bank_transfer,Bolt,Kisumu,Kenya,TX616699,1,2025-05-26
5886,1383,2052,8,-8400.52,2025-08-28,12:13:04,Eating Out,mobile_money,Huduma Centre,Machakos,Kenya,TX413249,0,2025-08-28
5887,1383,2053,8,-11258.53,2025-01-15,20:00:13,Eating Out,mobile_money,Jumia,Machakos,Kenya,TX936313,0,2025-01-15
5888,1383,2051,6,-10167.78,2025-11-11,16:10:39,Utilities,cash,Bolt,Kakamega,Kenya,TX401637,1,2025-11-11
5889,1383,2051,12,-6090.72,2025-01-20,21:50:45,Airtime & Data,mobile_money,Bolt,Naivasha,Kenya,TX383376,1,2025-01-20
5890,1383,2051,11,-15220.49,2025-11-28,19:30:50,Education,card,Nairobi Hospital,Naivasha,Kenya,TX540661,0,2025-11-28
5891,1383,2051,6,-8708.06,2025-10-19,06:53:59,Utilities,card,Naivas,Ruiru,Kenya,TX141953,1,2025-10-19
5892,1383,2051,12,-13314.72,2025-07-27,12:51:32,Airtime & Data,cash,Huduma Centre,Kiambu,Kenya,TX375117,1,2025-07-27
5893,1383,2052,12,-5491.86,2025-02-06,15:36:28,Airtime & Data,bank_transfer,TotalEnergies,Mombasa,Kenya,TX648110,1,2025-02-06
5894,1383,2051,10,-16805.13,2025-12-24,21:47:36,Healthcare,cash,Carrefour,Eldoret,Kenya,TX727826,0,2025-12-24
5895,1383,2053,9,-12480.37,2025-08-07,07:37:47,Entertainment,cash,Java House,Nairobi,Kenya,TX395798,0,2025-08-07
5896,1383,2053,12,-8455.53,2025-12-05,12:09:52,Airtime & Data,bank_transfer,Chicken Inn,Nakuru,Kenya,TX233755,1,2025-12-05
5897,1383,2051,12,-2208.3,2025-04-24,14:57:24,Airtime & Data,mobile_money,Shell Petrol Station,Kitale,Kenya,TX674674,1,2025-04-24
5898,1383,2053,12,-18222.54,2025-10-01,08:42:55,Airtime & Data,cash,Chicken Inn,Nyeri,Kenya,TX455922,1,2025-10-01
5899,1383,2051,5,-3812.56,2025-01-09,06:44:04,Transport,bank_transfer,Nairobi Hospital,Kitale,Kenya,TX832966,1,2025-01-09
5900,1383,2051,3,-6222.88,2025-04-09,22:45:58,Rent,bank_transfer,Chicken Inn,Kisumu,Kenya,TX966869,1,2025-04-09
5901,1383,2053,3,-14981.16,2025-06-24,18:45:29,Rent,bank_transfer,Carrefour,Ruiru,Kenya,TX638330,1,2025-06-24
5902,1383,2053,9,-10612.02,2025-03-14,10:13:28,Entertainment,bank_transfer,Quickmart,Thika,Kenya,TX789191,0,2025-03-14
5903,1383,2053,14,-1179.62,2025-05-29,08:24:33,Loan Repayment,mobile_money,TotalEnergies,Kitale,Kenya,TX858473,1,2025-05-29
5904,1383,2052,10,-9457.26,2025-11-25,17:25:19,Healthcare,cash,Huduma Centre,Nairobi,Kenya,TX889617,0,2025-11-25
5905,1383,2053,6,-12545.94,2025-09-21,19:43:28,Utilities,bank_transfer,TotalEnergies,Kakamega,Kenya,TX667884,1,2025-09-21
5906,1383,2051,1,33861.63,2025-11-14,20:09:12,Salary,mobile_money,Quickmart,Ruiru,Kenya,TX669380,0,2025-11-14
5907,1383,2051,10,-8135.37,2025-03-14,19:05:24,Healthcare,mobile_money,Uber,Machakos,Kenya,TX438324,0,2025-03-14
5908,1895,2055,1,210357.16,2025-01-04,22:26:17,Monthly salary,mobile_money,HR Payroll,Kakamega,Kenya,PAY648131,1,2025-01-04
5909,1895,2055,1,187829.4,2025-02-03,21:22:06,Monthly salary,bank_transfer,HR Payroll,Naivasha,Kenya,PAY551887,1,2025-02-03
5910,1895,2055,1,175492.27,2025-03-01,18:33:28,Monthly salary,mobile_money,HR Payroll,Kiambu,Kenya,PAY656746,1,2025-03-01
5911,1895,2054,1,186610.17,2025-04-01,17:04:26,Monthly salary,mobile_money,HR Payroll,Eldoret,Kenya,PAY440887,1,2025-04-01
5912,1895,2054,1,181263.91,2025-05-03,15:16:04,Monthly salary,mobile_money,HR Payroll,Nairobi,Kenya,PAY250701,1,2025-05-03
5913,1895,2054,1,183121.17,2025-06-04,19:01:32,Monthly salary,bank_transfer,HR Payroll,Ruiru,Kenya,PAY592780,1,2025-06-04
5914,1895,2054,1,203709.44,2025-07-04,06:15:26,Monthly salary,bank_transfer,Employer Ltd,Meru,Kenya,PAY412789,1,2025-07-04
5915,1895,2055,1,181263.0,2025-08-02,22:41:26,Monthly salary,bank_transfer,Employer Ltd,Nairobi,Kenya,PAY936043,1,2025-08-02
5916,1895,2055,1,203753.54,2025-09-05,13:01:38,Monthly salary,mobile_money,Employer Ltd,Nakuru,Kenya,PAY382187,1,2025-09-05
5917,1895,2054,1,198010.93,2025-10-04,08:52:38,Monthly salary,mobile_money,HR Payroll,Ruiru,Kenya,PAY985662,1,2025-10-04
5918,1895,2055,1,180524.79,2025-11-03,16:09:35,Monthly salary,mobile_money,Employer Ltd,Nakuru,Kenya,PAY480191,1,2025-11-03
5919,1895,2055,1,199004.55,2025-12-05,06:19:20,Monthly salary,bank_transfer,HR Payroll,Nakuru,Kenya,PAY471130,1,2025-12-05
5920,1895,2055,13,-19478.92,2025-12-20,21:19:32,Savings Deposit,mobile_money,Java House,Naivasha,Kenya,TX771319,1,2025-12-20
5921,1895,2054,10,-11772.66,2025-05-09,06:56:21,Healthcare,mobile_money,Bolt,Kakamega,Kenya,TX553190,0,2025-05-09
5922,1895,2054,3,-13083.34,2025-11-12,14:17:09,Rent,mobile_money,Jumia,Mombasa,Kenya,TX470959,1,2025-11-12
5923,1895,2054,6,-17445.89,2025-09-24,14:39:53,Utilities,bank_transfer,TotalEnergies,Ruiru,Kenya,TX427343,1,2025-09-24
5924,1895,2054,1,39729.0,2025-04-27,09:36:47,Salary,bank_transfer,KCB ATM,Eldoret,Kenya,TX658461,0,2025-04-27
5925,1895,2055,8,-6313.5,2025-07-05,17:07:42,Eating Out,bank_transfer,Gikomba Market,Kakamega,Kenya,TX648070,0,2025-07-05
5926,1895,2054,4,-14533.39,2025-01-02,22:33:48,Groceries,cash,M-Pesa Agent,Ruiru,Kenya,TX515688,1,2025-01-02
5927,1895,2055,2,53816.68,2025-10-20,19:10:15,Freelance Income,card,Shell Petrol Station,Machakos,Kenya,TX132640,0,2025-10-20
5928,1895,2055,12,-15183.53,2025-10-08,18:45:39,Airtime & Data,card,Equity ATM,Machakos,Kenya,TX979381,1,2025-10-08
5929,1895,2055,5,-19647.37,2025-09-22,12:06:54,Transport,card,Naivas,Machakos,Kenya,TX522424,1,2025-09-22
5930,1895,2054,14,-18312.21,2025-10-30,12:42:41,Loan Repayment,mobile_money,KFC,Mombasa,Kenya,TX951405,1,2025-10-30
5931,1895,2054,8,-15623.0,2025-10-04,22:09:18,Eating Out,bank_transfer,KFC,Ruiru,Kenya,TX456396,0,2025-10-04
5932,1895,2055,7,-18571.45,2025-11-15,06:59:26,Internet,card,Bolt,Naivasha,Kenya,TX860147,1,2025-11-15
5933,1895,2054,4,-12568.54,2025-12-01,21:07:28,Groceries,mobile_money,Bolt,Kisumu,Kenya,TX339074,1,2025-12-01
5934,1895,2055,11,-16288.52,2025-10-21,07:02:45,Education,bank_transfer,Java House,Ruiru,Kenya,TX385980,0,2025-10-21
